Ministry_Key,Des_Grp,Type,Display_Type,DesGrp_Count_Reg,DesGrp_Percent_Reg,NonDesGrp_Count_Reg,NonDesGrp_Percent_Reg,Total_Count_Reg,Total_Percent_Reg,DesGrp_Count_Aux,DesGrp_Percent_Aux,NonDesGrp_Count_Aux,NonDesGrp_Percent_Aux,Total_Count_Aux,Total_Percent_Aux
PGT,WOM,Promotions_Total,Total Promotions,27,77.1,8,22.9,35,100.0,1,100.0,0,0.0,1,100.0
PGT,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,7,87.5,1,12.5,8,100.0
PGT,WOM,Separations_BCPS,Left BC Government,37,80.4,9,19.6,46,100.0,2,50.0,2,50.0,4,100.0
PGT,WOM,Separations_Other,Moved to Other Ministry,10,71.4,4,28.6,14,100.0,,,,,0,100.0
PGT,WOM,Separations_Total,Total Separations,47,78.3,13,21.7,60,100.0,2,50.0,2,50.0,4,100.0
PGT,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,9,75.0,3,25.0,12,100.0
PO,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,,,,,0,100.0,,,,,,
PO,WOM,Hiring_Other,Hired from Other Ministry,12,80.0,3,20.0,15,100.0,,,,,0,100.0
PO,WOM,Hiring_Outside,Hired from Outside,11,84.6,2,15.4,13,100.0,2,100.0,0,0.0,2,100.0
PO,WOM,Hiring_TotalNew,Total New Hires to Ministry,23,82.1,5,17.9,28,100.0,2,100.0,0,0.0,2,100.0
PO,WOM,Hiring_TotalReg,Total New Regulars to Ministry,23,82.1,5,17.9,28,100.0,,,,,,
PO,WOM,Promotions_Other,Promoted from Other Organization,10,76.9,3,23.1,13,100.0,,,,,0,100.0
PO,WOM,Promotions_Same,Promoted Within Same Organization,5,100.0,0,0.0,5,100.0,,,,,0,100.0
PO,WOM,Promotions_Total,Total Promotions,15,83.3,3,16.7,18,100.0,,,,,0,100.0
PO,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,,,,,0,100.0
PO,WOM,Separations_BCPS,Left BC Government,10,71.4,4,28.6,14,100.0,,,,,0,100.0
PO,WOM,Separations_Other,Moved to Other Ministry,4,66.7,2,33.3,6,100.0,1,100.0,0,0.0,1,100.0
PO,WOM,Separations_Total,Total Separations,14,70.0,6,30.0,20,100.0,1,100.0,0,0.0,1,100.0
PO,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,1,100.0,0,0.0,1,100.0
PSSG,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,39,63.9,22,36.1,61,100.0,,,,,,
PSSG,WOM,Hiring_Other,Hired from Other Ministry,75,63.6,43,36.4,118,100.0,5,83.3,1,16.7,6,100.0
PSSG,WOM,Hiring_Outside,Hired from Outside,369,44.5,460,55.5,829,100.0,74,74.7,25,25.3,99,100.0
PSSG,WOM,Hiring_TotalNew,Total New Hires to Ministry,444,46.9,503,53.1,947,100.0,79,75.2,26,24.8,105,100.0
PSSG,WOM,Hiring_TotalReg,Total New Regulars to Ministry,483,47.9,525,52.1,1008,100.0,,,,,,
PSSG,WOM,Promotions_Other,Promoted from Other Organization,52,61.9,32,38.1,84,100.0,1,100.0,0,0.0,1,100.0
PSSG,WOM,Promotions_Same,Promoted Within Same Organization,185,56.4,143,43.6,328,100.0,3,75.0,1,25.0,4,100.0
PSSG,WOM,Promotions_Total,Total Promotions,237,57.5,175,42.5,412,100.0,4,80.0,1,20.0,5,100.0
PSSG,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,39,63.9,22,36.1,61,100.0
PSSG,WOM,Separations_BCPS,Left BC Government,238,48.3,255,51.7,493,100.0,28,68.3,13,31.7,41,100.0
PSSG,WOM,Separations_Other,Moved to Other Ministry,86,72.3,33,27.7,119,100.0,9,81.8,2,18.2,11,100.0
PSSG,WOM,Separations_Total,Total Separations,324,52.9,288,47.1,612,100.0,37,71.2,15,28.8,52,100.0
PSSG,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,76,67.3,37,32.7,113,100.0
SDPR,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,13,81.3,3,18.8,16,100.0,,,,,,
SDPR,WOM,Hiring_Other,Hired from Other Ministry,80,76.9,24,23.1,104,100.0,,,,,0,100.0
SDPR,WOM,Hiring_Outside,Hired from Outside,266,74.5,91,25.5,357,100.0,15,71.4,6,28.6,21,100.0
SDPR,WOM,Hiring_TotalNew,Total New Hires to Ministry,346,75.1,115,24.9,461,100.0,15,71.4,6,28.6,21,100.0
SDPR,WOM,Hiring_TotalReg,Total New Regulars to Ministry,359,75.3,118,24.7,477,100.0,,,,,,
SDPR,WOM,Promotions_Other,Promoted from Other Organization,57,86.4,9,13.6,66,100.0,,,,,0,100.0
SDPR,WOM,Promotions_Same,Promoted Within Same Organization,146,74.9,49,25.1,195,100.0,,,,,0,100.0
SDPR,WOM,Promotions_Total,Total Promotions,203,77.8,58,22.2,261,100.0,,,,,0,100.0
SDPR,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,13,81.3,3,18.8,16,100.0
SDPR,WOM,Separations_BCPS,Left BC Government,262,75.9,83,24.1,345,100.0,27,73.0,10,27.0,37,100.0
SDPR,WOM,Separations_Other,Moved to Other Ministry,75,75.8,24,24.2,99,100.0,12,100.0,0,0.0,12,100.0
SDPR,WOM,Separations_Total,Total Separations,337,75.9,107,24.1,444,100.0,39,79.6,10,20.4,49,100.0
SDPR,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,52,80.0,13,20.0,65,100.0
TAC,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,1,100.0,0,0.0,1,100.0,,,,,,
TAC,WOM,Hiring_Other,Hired from Other Ministry,17,81.0,4,19.0,21,100.0,,,,,0,100.0
TAC,WOM,Hiring_Outside,Hired from Outside,6,85.7,1,14.3,7,100.0,1,50.0,1,50.0,2,100.0
TAC,WOM,Hiring_TotalNew,Total New Hires to Ministry,23,82.1,5,17.9,28,100.0,1,50.0,1,50.0,2,100.0
TAC,WOM,Hiring_TotalReg,Total New Regulars to Ministry,24,82.8,5,17.2,29,100.0,,,,,,
TAC,WOM,Promotions_Other,Promoted from Other Organization,11,84.6,2,15.4,13,100.0,,,,,0,100.0
TAC,WOM,Promotions_Same,Promoted Within Same Organization,3,75.0,1,25.0,4,100.0,,,,,0,100.0
TAC,WOM,Promotions_Total,Total Promotions,14,82.4,3,17.6,17,100.0,,,,,0,100.0
TAC,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,1,100.0,0,0.0,1,100.0
TAC,WOM,Separations_BCPS,Left BC Government,10,100.0,0,0.0,10,100.0,1,100.0,0,0.0,1,100.0
TAC,WOM,Separations_Other,Moved to Other Ministry,14,100.0,0,0.0,14,100.0,1,100.0,0,0.0,1,100.0
TAC,WOM,Separations_Total,Total Separations,24,100.0,0,0.0,24,100.0,2,100.0,0,0.0,2,100.0
TAC,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,3,100.0,0,0.0,3,100.0
TRAN,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,7,77.8,2,22.2,9,100.0,,,,,,
TRAN,WOM,Hiring_Other,Hired from Other Ministry,51,70.8,21,29.2,72,100.0,2,100.0,0,0.0,2,100.0
TRAN,WOM,Hiring_Outside,Hired from Outside,90,43.5,117,56.5,207,100.0,48,59.3,33,40.7,81,100.0
TRAN,WOM,Hiring_TotalNew,Total New Hires to Ministry,141,50.5,138,49.5,279,100.0,50,60.2,33,39.8,83,100.0
TRAN,WOM,Hiring_TotalReg,Total New Regulars to Ministry,148,51.4,140,48.6,288,100.0,,,,,,
TRAN,WOM,Promotions_Other,Promoted from Other Organization,40,78.4,11,21.6,51,100.0,2,100.0,0,0.0,2,100.0
TRAN,WOM,Promotions_Same,Promoted Within Same Organization,92,38.2,149,61.8,241,100.0,,,,,0,100.0
TRAN,WOM,Promotions_Total,Total Promotions,132,45.2,160,54.8,292,100.0,2,100.0,0,0.0,2,100.0
TRAN,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,7,77.8,2,22.2,9,100.0
TRAN,WOM,Separations_BCPS,Left BC Government,74,35.7,133,64.3,207,100.0,10,76.9,3,23.1,13,100.0
TRAN,WOM,Separations_Other,Moved to Other Ministry,26,56.5,20,43.5,46,100.0,1,100.0,0,0.0,1,100.0
TRAN,WOM,Separations_Total,Total Separations,100,39.5,153,60.5,253,100.0,11,78.6,3,21.4,14,100.0
TRAN,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,18,78.3,5,21.7,23,100.0
AEST,WOM,Employed_2018,Employed 2018,222,,113,,335,,13,,9,,22,
AG,WOM,Employed_2018,Employed 2018,2031,,1091,,3122,,128,,33,,161,
AGRI,WOM,Employed_2018,Employed 2018,157,,130,,287,,25,,14,,39,
BCPSA,WOM,Employed_2018,Employed 2018,358,,122,,480,,27,,6,,33,
CFD,WOM,Employed_2018,Employed 2018,3488,,767,,4255,,246,,76,,322,
CITZ,WOM,Employed_2018,Employed 2018,909,,648,,1557,,82,,43,,125,
EAO,WOM,Employed_2018,Employed 2018,50,,30,,80,,3,,3,,6,
EDUC,WOM,Employed_2018,Employed 2018,212,,126,,338,,12,,4,,16,
EMBC,WOM,Employed_2018,Employed 2018,70,,58,,128,,30,,15,,45,
EMPR,WOM,Employed_2018,Employed 2018,138,,156,,294,,7,,10,,17,
ENV,WOM,Employed_2018,Employed 2018,411,,442,,853,,26,,30,,56,
FIN,WOM,Employed_2018,Employed 2018,794,,543,,1337,,24,,21,,45,
FLNRORD,WOM,Employed_2018,Employed 2018,1596,,1915,,3511,,148,,91,,239,
GCPE,WOM,Employed_2018,Employed 2018,170,,121,,291,,3,,6,,9,
HLTH,WOM,Employed_2018,Employed 2018,803,,370,,1173,,38,,13,,51,
IRR,WOM,Employed_2018,Employed 2018,136,,72,,208,,8,,3,,11,
JTT,WOM,Employed_2018,Employed 2018,194,,140,,334,,13,,8,,21,
LBR,WOM,Employed_2018,Employed 2018,119,,59,,178,,1,,1,,2,
MAH,WOM,Employed_2018,Employed 2018,243,,126,,369,,18,,6,,24,
MHA,WOM,Employed_2018,Employed 2018,30,,7,,37,,3,,1,,4,
PGT,WOM,Employed_2018,Employed 2018,180,,55,,235,,22,,4,,26,
PO,WOM,Employed_2018,Employed 2018,40,,9,,49,,3,,0,,3,
PSSG,WOM,Employed_2018,Employed 2018,1480,,1574,,3054,,97,,38,,135,
SDPR,WOM,Employed_2018,Employed 2018,1448,,388,,1836,,18,,7,,25,
TAC,WOM,Employed_2018,Employed 2018,47,,14,,61,,1,,2,,3,
TRAN,WOM,Employed_2018,Employed 2018,530,,756,,1286,,51,,41,,92,
BCPS,WOM,Employed_2018,Employed 2018,15856,,9832,,25688,,1047,,485,,1532,
AEST,WOM,Employed_2015,Employed 2015,199,,72,,271,,16,,6,,22,
AG,WOM,Employed_2015,Employed 2015,1922,,1050,,2972,,99,,29,,128,
AGRI,WOM,Employed_2015,Employed 2015,155,,126,,281,,22,,15,,37,
BCPSA,WOM,Employed_2015,Employed 2015,328,,105,,433,,9,,3,,12,
CFD,WOM,Employed_2015,Employed 2015,3080,,785,,3865,,259,,69,,328,
CITZ,WOM,Employed_2015,Employed 2015,871,,573,,1444,,58,,51,,109,
EDUC,WOM,Employed_2015,Employed 2015,197,,106,,303,,4,,2,,6,
EMBC,WOM,Employed_2015,Employed 2015,44,,35,,79,,5,,5,,10,
EMPR,WOM,Employed_2015,Employed 2015,124,,130,,254,,10,,8,,18,
ENV,WOM,Employed_2015,Employed 2015,334,,416,,750,,55,,46,,101,
FIN,WOM,Employed_2015,Employed 2015,702,,489,,1191,,5,,6,,11,
FLNRORD,WOM,Employed_2015,Employed 2015,1457,,1866,,3323,,101,,59,,160,
GCPE,WOM,Employed_2015,Employed 2015,155,,123,,278,,0,,1,,1,
HLTH,WOM,Employed_2015,Employed 2015,772,,340,,1112,,14,,2,,16,
IRR,WOM,Employed_2015,Employed 2015,128,,81,,209,,13,,0,,13,
JTT,WOM,Employed_2015,Employed 2015,171,,141,,312,,16,,9,,25,
LBR,WOM,Employed_2015,Employed 2015,130,,57,,187,,3,,0,,3,
MAH,WOM,Employed_2015,Employed 2015,226,,112,,338,,13,,1,,14,
PGT,WOM,Employed_2015,Employed 2015,179,,62,,241,,11,,3,,14,
PO,WOM,Employed_2015,Employed 2015,31,,10,,41,,2,,0,,2,
PSSG,WOM,Employed_2015,Employed 2015,1326,,1341,,2667,,85,,49,,134,
SDPR,WOM,Employed_2015,Employed 2015,1426,,381,,1807,,52,,13,,65,
TAC,WOM,Employed_2015,Employed 2015,47,,9,,56,,3,,1,,4,
TRAN,WOM,Employed_2015,Employed 2015,483,,771,,1254,,19,,10,,29,
BCPS,WOM,Employed_2015,Employed 2015,14536,,9211,,23747,,874,,388,,1262,
